Vec_mean,Vec_std,Vec_std/mean*100,X_mean,X_std,X_std/mean*100,Z_mean,Z_std,Z_std/mean*100,atomic_mass_mean,atomic_mass_std,atomic_mass_std/mean*100,atomic_radius_mean,atomic_radius_std,atomic_radius_std/mean*100,average_cationic_radius_mean,average_cationic_radius_std,average_cationic_radius_std/mean*100,electron_affinity_mean,electron_affinity_std,electron_affinity_std/mean*100,group_mean,group_std,group_std/mean*100,ionization_energy_mean,ionization_energy_std,ionization_energy_std/mean*100,max_oxidation_state_mean,max_oxidation_state_std,max_oxidation_state_std/mean*100,min_oxidation_state_mean,min_oxidation_state_std,min_oxidation_state_std/mean*100,row_mean,row_std,row_std/mean*100,mendeleev_no_mean,mendeleev_no_std,mendeleev_no_std/mean*100,electrical_resistivity_mean,electrical_resistivity_std,electrical_resistivity_std/mean*100,molar_volume_mean,molar_volume_std,molar_volume_std/mean*100,thermal_conductivity_mean,thermal_conductivity_std,thermal_conductivity_std/mean*100,boiling_point_mean,boiling_point_std,boiling_point_std/mean*100,melting_point_mean,melting_point_std,melting_point_std/mean*100,liquid_range_mean,liquid_range_std,liquid_range_std/mean*100,density_of_solid_mean,density_of_solid_std,density_of_solid_std/mean*100,atomic_radius_calculated_mean,atomic_radius_calculated_std,atomic_radius_calculated_std/mean*100,汽化热_mean,汽化热_std,汽化热_std/mean*100,熔化热_mean,熔化热_std,熔化热_std/mean*100,标准摩尔生成焓_mean,标准摩尔生成焓_std,标准摩尔生成焓_std/mean*100,entropy,enthalpy,oumiga,Ag,Al,Cr,Cu,Fe,Li,Mg,Mn,Ni,Sc,Si,Ti,Zn,Zr,Tensile Strength (MPa),density,Processing_number
3.374,1.670366427,49.50700732,1.61957,0.074597018,4.605976774,13.798,3.441685052,24.94336174,28.79199751,7.864487371,27.31483763,1.2591,0.041196966,3.271937567,0.6841025,0.040008967,5.848387723,0.450581926,0.220941876,49.03478448,12.684,1.533017939,12.08623414,6.114544799,0.457372006,7.480066317,3.07,0.44620623,14.5344049,0.936,0.511765571,54.6758089,3.053,0.22403348,7.338142143,79.362,2.719366838,3.426535166,5.03557E-06,7.05312E-05,1400.661009,9.92247,0.840518173,8.470856278,238.1668,41.1021948,17.25773483,2787.139,205.4500515,7.371360077,962.79156,124.2967607,12.91003846,1824.34744,199.2484214,10.92162693,2.998488,1.349695557,45.01253823,1.19979,0.075448366,6.288464297,282.9196,21.81287592,7.709920387,11.05052,2.862063404,25.89980747,328.9651,25.66815365,7.802698114,2.944629725,-1.268644,2234.720415,0,0.926,0,0.042,0.005,0,0.016,0.006,0,0,0.005,0,0,0,460,2.903447783,5
3.4143,1.752728019,51.33491548,1.620428,0.074778518,4.614738724,13.8819,3.60493445,25.96859544,28.98318439,8.233390596,28.40747409,1.2594675,0.041237015,3.274162728,0.6849005,0.041934151,6.122663213,0.449821328,0.228736207,50.85045835,12.6798,1.516631781,11.96100712,6.12544878,0.488514313,7.975159542,3.0748,0.466481468,15.17111578,0.9312,0.526750947,56.56689721,3.05845,0.234592407,7.670303819,79.315,2.851100665,3.594655065,5.03636E-06,7.05312E-05,1400.441253,9.9080725,0.844485766,8.523209398,237.95856,42.45056997,17.83948011,2785.0959,216.811437,7.784702745,964.3465235,132.2084795,13.70964443,1820.749377,209.3268837,11.4967434,3.0264665,1.39303136,46.02830924,1.2011985,0.078286516,6.517367118,282.708905,23.01076268,8.139383753,11.0582275,2.886225699,26.10025611,328.70256,27.01857242,8.21976331,3.176431391,-1.31803421,2324.0524,0,0.92155,0.001,0.0435,0.005,0,0.015,0.00645,0,0,0.005,0,0.0025,0,485,2.926940541,5
3.5166,1.952875941,55.53307003,1.628048,0.070613807,4.337329532,14.0494,3.937938501,28.02922902,29.38150046,9.00416976,30.64571114,1.25684,0.025772357,2.050567875,0.684161,0.035517757,5.191432606,0.480347908,0.202880773,42.2362145,12.8506,0.62151399,4.836458922,6.100277711,0.429509856,7.040824644,3.0756,0.325399201,10.58002344,0.9868,0.224111044,22.71088811,3.0666,0.249327977,8.130436861,79.4186,2.32348317,2.925615876,3.08454E-08,7.78746E-08,252.4673522,9.810364,0.715215875,7.290411189,244.5856,42.4896716,17.37210678,2816.7908,104.1913367,3.698937694,962.562008,110.1507245,11.44349388,1854.228792,57.44151317,3.097865453,3.1072542,1.530271566,49.24835458,1.198648,0.070721228,5.900083097,285.2853,6.965988366,2.441762112,10.90516,0.598041114,5.484019623,331.25196,4.631479262,1.398174146,2.164807214,-0.5136312,4056.920956,0,0.9334,0,0.063,0,0,0,0.003,0,0,0,0.0006,0,0,360,2.996624656,5
3.03975,0.51736828,17.02009311,1.610155,0.034784709,2.160332945,13.10775,1.21722633,9.286310233,27.21775838,2.751437035,10.10897737,1.2522625,0.025942361,2.071639212,0.677095,0.023979133,3.541472476,0.428609509,0.108046314,25.20856667,12.88725,1.032732994,8.013602547,6.020569643,0.259009924,4.302083354,3.01575,0.264578793,8.773233611,0.9605,0.398672485,41.50676571,3.0085,0.091802778,3.051446825,79.82225,1.874207816,2.347976681,4.02917E-06,6.31171E-05,1566.503302,10.016545,0.422494631,4.21796768,233.08005,17.4525036,7.487772378,2784.33325,135.2875297,4.858884248,942.5079025,89.63984434,9.510779072,1841.825348,138.1563787,7.501057516,2.7318125,0.451233894,16.5177476,1.1848725,0.043307433,3.65502895,283.647725,16.1871659,5.706785027,10.9293525,2.561783423,23.43948027,330.39893,19.40884503,5.874366792,1.074323005,-0.738565,1370.980106,0,0.98075,0.001,0.001,0.0035,0,0.00675,0.001,0,0,0.004,0.001,0.001,0,205,2.719119212,5
3.0592,0.993828637,32.48655325,1.596314,0.108321159,6.785704981,13.0104,2.654937257,20.40626927,27.0730492,5.83804424,21.56404399,1.25856,0.040862286,3.246749125,0.684247,0.042606637,6.22679189,0.442331881,0.123740703,27.97462913,12.5772,2.113868529,16.80714729,6.0119462,0.281721211,4.686023491,2.9642,0.372717534,12.57396713,0.989,0.207072451,20.93755825,2.9924,0.211523616,7.06869455,78.0768,10.72270963,13.73354137,1.0293E-06,3.1606E-05,3070.640918,10.066994,0.696183441,6.915504681,232.2206,32.51588436,14.00215328,2761.209,234.1133642,8.478654251,930.860136,109.1296527,11.72352843,1830.348864,163.5253493,8.934108275,2.7345522,0.834577735,30.5197222,1.199396,0.091144255,7.599179487,280.44808,27.01191834,9.63170022,10.62812,1.818010469,17.10566374,326.03112,32.73315811,10.03988764,2.151565084,-0.84341136,2374.649266,0,0.9508,0,0.013,0.002,0.025,0.007,0,0,0,0.001,0,0,0.0012,352,2.691318701,5
3.0982,1.160412323,37.45440331,1.596604,0.113024012,7.079025954,13.0814,2.91739165,22.30183046,27.23817889,6.452122211,23.68778851,1.25971,0.043025759,3.415528857,0.6855345,0.044761318,6.529404089,0.445908718,0.143213745,32.1172786,12.5362,2.194786905,17.50759325,6.023200046,0.314678931,5.224447604,2.9632,0.376624163,12.71004869,0.992,0.184217263,18.57028861,2.9964,0.225359801,7.521018596,77.9658,10.92164046,14.00824523,1.02927E-06,3.1606E-05,3070.729913,10.063584,0.753579163,7.488178794,233.0656,35.13318797,15.07437733,2759.28,247.0582636,8.953722115,932.027686,111.5999299,11.97388571,1827.252314,175.4474134,9.601707002,2.7626092,0.951678609,34.44854268,1.201666,0.094302516,7.847647814,280.07448,28.12624967,10.04241789,10.62767,1.842004308,17.33215567,325.44632,33.9930991,10.44507097,2.41111744,-0.85621856,2624.596468,0,0.9428,0,0.019,0.001,0.026,0.009,0,0,0,0.001,0,0,0.0012,417,2.708636446,5
3.355080806,1.654275776,49.30658518,1.617396308,0.069727154,4.311074143,13.75734232,3.379212671,24.56297584,28.70791041,7.732015086,26.93339563,1.259090911,0.038364907,3.047032356,0.684139318,0.037983534,5.552017466,0.446156842,0.21156903,47.42032634,12.70215631,1.487829448,11.71320373,6.0988239,0.431784316,7.079796416,3.053885039,0.403799828,13.22249602,0.96772901,0.352547971,36.43044359,3.050282689,0.218527666,7.164177483,79.39710793,2.569251342,3.235950791,6.36136E-07,2.44949E-05,3850.568614,9.922658226,0.795567493,8.017685127,238.7379793,39.7521721,16.65096279,2783.661685,206.2748605,7.410198645,956.4255516,107.0035709,11.18786201,1827.236134,197.6497464,10.81686941,2.982177186,1.309684654,43.91706369,1.198930309,0.073402455,6.12232875,282.298695,21.1234487,7.482658995,10.86840953,1.162077886,10.69225339,328.146261,24.42054028,7.441968168,2.625954557,-0.86362908,2908.111936,0,0.93410717,0.000500325,0.041026667,0.000750488,0,0.015009756,0.006003903,0,0,0.00060039,0.000750488,0.001250813,0,496.5,2.894920242,5
3.3955,1.706188662,50.24852487,1.620395,0.075075255,4.633145339,13.8555,3.536045779,25.52088181,28.92414573,8.080902702,27.93825884,1.259425,0.041290669,3.278533406,0.6847375,0.041395902,6.045514039,0.45274773,0.222590234,49.1642959,12.6705,1.548847878,12.22404702,6.118409821,0.461687083,7.545867252,3.0775,0.457704872,14.87261973,0.93,0.525452186,56.50023508,3.0575,0.232795511,7.613916962,79.2865,3.026948587,3.81773516,5.03619E-06,7.05312E-05,1400.486921,9.91088,0.844707539,8.523032652,238.1113,42.73755202,17.94856104,2790.688,203.5444881,7.293702777,966.408455,136.6051252,14.13534045,1824.279545,197.4022518,10.82083348,3.0190405,1.382045286,45.7776332,1.20141,0.080209799,6.676305281,283.37855,22.05550736,7.783054631,11.078915,2.895446956,26.13475196,329.44163,25.71953884,7.807009346,3.119320882,-1.467762,2053.833029,0,0.9225,0.001,0.044,0.005,0,0.015,0.006,0,0,0.005,0.0015,0,0,428,2.920160157,5
3.33366702,1.603720019,48.1067848,1.616961154,0.068016684,4.20645131,13.74231648,3.420693237,24.8916785,28.67888881,7.85770104,27.3989034,1.258594455,0.037673303,2.99328371,0.683456511,0.036147249,5.288887893,0.447748824,0.201461086,44.99421881,12.72649912,1.418376836,11.14506686,6.088329269,0.407233819,6.688761417,3.05115626,0.379135908,12.42597481,0.97507261,0.313188562,32.11951177,3.04920412,0.223128605,7.317601468,79.41976177,2.621192322,3.300428336,2.85641E-07,1.58177E-05,5537.632883,9.928489839,0.77512938,7.807122662,238.7821615,38.95710733,16.31491527,2789.491577,203.042418,7.278832444,955.8078954,106.7601305,11.16962216,1833.683682,182.7476307,9.966148062,2.969912893,1.279224962,43.07281083,1.198289618,0.07654794,6.38810006,283.0071357,21.97838054,7.766016387,10.85819878,0.890844087,8.20434498,328.9237887,24.47681191,7.441484244,2.434515353,-0.957971083,2429.017991,0,0.939032936,0,0.039543498,0.000350385,0,0.013014316,0.005506057,0,0,0.000250275,0.00030033,0.000500551,0.001501652,478.5,2.890310472,5
3.3401,1.616920527,48.40934483,1.617102,0.068259663,4.221110544,13.7575,3.448636506,25.06731969,28.71287944,7.919401999,27.58135775,1.258695,0.037962442,3.016015924,0.683631083,0.036716264,5.370771612,0.447240134,0.203482906,45.49746108,12.7221,1.428590771,11.22920564,6.091385704,0.416520462,6.837860578,3.0522,0.384285259,12.59043505,0.9722,0.329282796,33.8698618,3.0503,0.225321792,7.386873164,79.4043,2.69024934,3.388039867,5.35509E-07,2.23545E-05,4174.449863,9.927837,0.777538186,7.831899199,238.5811,39.34322995,16.49050572,2789.1337,206.7181439,7.411553771,956.460714,110.0002444,11.50075929,1832.672986,185.4735032,10.12038179,2.9740965,1.285496248,43.22308467,1.198679,0.077587789,6.472774506,283.00953,22.4977066,7.949451949,10.86979,1.102635913,10.14404062,328.92773,25.11325853,7.634886402,2.519400689,-1.02073932,2360.747485,0,0.9377,0,0.0395,0.0007,0,0.013,0.0055,0,0,0.0005,0.0006,0.001,0.0015,496,2.893925742,5
3.369,1.689626882,50.15217815,1.61819,0.071337395,4.408468401,13.777,3.434424406,24.92868118,28.75453032,7.862350057,27.34299594,1.25915,0.037931221,3.012446543,0.68414,0.037151407,5.430380818,0.45045817,0.212272051,47.12358768,12.709,1.458190317,11.47368256,6.097693114,0.42160746,6.914212513,3.054,0.391259505,12.81137867,0.976,0.308907753,31.65038455,3.051,0.219997727,7.210676082,79.415,2.381758804,2.99912964,3.5292E-08,1.09176E-07,309.3494523,9.91405,0.806592895,8.135856633,239.9368,39.93553613,16.64418969,2786.177,198.3586945,7.119385971,955.91963,98.26547085,10.27967915,1830.25737,189.5514548,10.35654646,2.99409,1.343461251,44.87043645,1.19878,0.071628986,5.975156889,282.3594,19.69011355,6.973422366,10.84435,0.546911855,5.04328849,328.1499,22.6863254,6.913403111,2.469367444,-0.706284,3342.163794,0,0.934,0,0.045,0,0,0.015,0.006,0,0,0,0,0,0,496.422504,2.902127286,5
3.385692874,1.708588695,50.46496414,1.61905703,0.072724,4.491750352,13.82191096,3.500489588,25.32565576,28.851743,8.003897475,27.74146947,1.259317157,0.039681809,3.151057586,0.684554777,0.039713344,5.801339133,0.449492287,0.219417546,48.81452973,12.69034527,1.503925483,11.85094221,6.110633824,0.454451394,7.437058209,3.063531751,0.426681062,13.9277506,0.95297651,0.431721002,45.30237601,3.054527261,0.227055144,7.433397204,79.35342691,2.717552108,3.424618462,2.53705E-06,4.99482E-05,1968.754945,9.914262115,0.821733829,8.288401285,238.7171598,41.28009683,17.2924715,2786.006497,208.503308,7.483949096,960.4522376,118.8478792,12.37415818,1825.554259,199.29357,10.91688012,3.006048276,1.358257655,45.18415975,1.200135064,0.076055716,6.337263093,282.6361171,21.73361845,7.689611179,10.95513748,2.09044809,19.08189736,328.5374576,25.25618927,7.687461103,2.885402719,-1.07989508,2566.259954,0,0.927963981,0.00050025,0.043521761,0.002501251,0,0.015007504,0.006003002,0,0,0.002501251,0.000750375,0.001250625,0,448.5,2.911869415,5
3.3457,1.629168963,48.69441262,1.617708,0.070241062,4.342011142,13.7337,3.330372999,24.24964138,28.65289242,7.620360667,26.59543251,1.258795,0.038287047,3.041563328,0.68366425,0.037063821,5.421348391,0.447975,0.209230574,46.70585955,12.7107,1.466289709,11.53586906,6.096204812,0.420838319,6.90328379,3.0557,0.40447189,13.23663613,0.9655,0.371900188,38.51892162,3.0485,0.214820274,7.046753279,79.4245,2.449346801,3.083868077,1.23541E-06,3.46192E-05,2802.245234,9.923717,0.797838626,8.039715628,238.9423,39.23626907,16.42081334,2785.5152,197.5393874,7.091664314,956.442961,103.6757785,10.83972414,1829.072239,190.9371522,10.43901646,2.976527,1.304022995,43.81021893,1.198186,0.071299014,5.950579797,282.47993,20.0711061,7.105321112,10.887705,1.479257308,13.58649328,328.39372,23.31393323,7.099384613,2.536080228,-0.84133636,2883.051533,0,0.9353,0,0.041,0.0015,0,0.015,0.006,0,0,0.0012,0,0,0,476,2.889070478,5
3.371,1.685633115,50.00394884,1.617629,0.070125091,4.335054008,13.7966,3.450974998,25.01322789,28.796424,7.892467563,27.4078044,1.259405,0.039048636,3.100562251,0.6846805,0.039548594,5.776211469,0.444942526,0.216044552,48.55560868,12.689,1.517326267,11.95780808,6.105761957,0.451198002,7.389708368,3.0566,0.416649061,13.63112808,0.9614,0.38119554,39.65004581,3.0532,0.224432083,7.350716732,79.3527,2.762010628,3.480676307,1.03613E-06,3.1606E-05,3050.379203,9.920268,0.801667343,8.081105698,238.2578,40.70328954,17.08371753,2782.6104,215.2110039,7.734140717,958.184846,116.372174,12.14506517,1824.425554,205.0181677,11.23740935,2.9932993,1.325426605,44.27978869,1.200036,0.076469201,6.372242251,282.28578,22.42924113,7.945579523,10.89247,1.448737519,13.30035813,328.123,25.92965907,7.902420455,2.810295348,-1.00523684,2678.754208,0,0.9308,0.001,0.041,0.0012,0,0.015,0.006,0,0,0.001,0.0015,0.0025,0,475,2.9045362,5
2.997,0.10483797,3.498097104,1.60906,0.03107276,1.931112561,12.997,0.10483797,0.806632071,26.96721868,0.234130039,0.868202396,1.25115,0.022938559,1.833398013,0.675755,0.017660832,2.613496262,0.4306919,0.09352911,21.71601325,12.927,0.919603719,7.113821606,6.006055913,0.194044267,3.230810201,2.997,0.10483797,3.498097104,0.98,0.315594677,32.20353845,3,0,0,79.971,0.664950374,0.831489383,4.02701E-06,6.31172E-05,1567.34669,10.03624,0.357296883,3.560067144,234.135,8.217467676,3.509713488,2783.521,121.6677343,4.371001126,936.41083,47.57466457,5.080533356,1847.11017,120.4586793,6.52146695,2.691786,0.083416055,3.098911089,1.18161,0.022963186,1.943381129,283.4295,14.1789386,5.002633317,10.89855,2.519293631,23.11586065,330.0898,17.10438236,5.18173611,0.563340316,-0.358952,1469.605887,0,0.989,0,0,0,0,0.007,0,0,0,0.004,0,0,0,170,2.688831662,7
3.01225616,0.343014614,11.38729895,1.60958479,0.032649052,2.028414572,13.0302652,0.707874433,5.432540489,27.04272661,1.605343365,5.936322134,1.251363183,0.023351457,1.866081482,0.676031975,0.018930725,2.800270639,0.430996009,0.098890967,22.9447524,12.92221106,0.920394433,7.122577001,6.010045261,0.214530218,3.569527494,3.00125062,0.150863699,5.026694477,0.97673837,0.332060695,33.99689268,3.00225113,0.047392641,1.578570167,79.94447219,0.93104883,1.164619397,4.02941E-06,6.31329E-05,1566.801662,10.02930966,0.375261806,3.741651408,234.1165072,11.29635088,4.82509799,2784.021243,123.5504272,4.437840675,937.5841333,55.80669904,5.952180402,1846.43711,122.2973221,6.623422016,2.70443173,0.276035522,10.20678464,1.182266135,0.027363155,2.314466579,283.4715838,14.36407301,5.067200325,10.90335661,2.522861773,23.13839548,330.1432943,17.33134357,5.249642768,0.708572218,-0.41125022,1615.430305,0,0.986993497,0,0.0010005,0.000750375,0,0.006753377,0.000250125,0,0,0.004002001,0,0.000250125,0,135.5,2.698215527,7
3.02377976,0.402974641,13.32685159,1.610443052,0.030852379,1.915769643,13.05982488,0.912259423,6.985234731,27.10945737,2.05814738,7.591990321,1.25112641,0.021979241,1.756756189,0.675994995,0.019560981,2.893657687,0.431545841,0.097088394,22.49781709,12.93116386,0.835997619,6.46498357,6.012036189,0.229597109,3.818957542,3.00876095,0.198046447,6.582325774,0.96770964,0.376677543,38.92464507,3.00450564,0.066972675,2.229074689,79.9138922,1.363422681,1.706114724,4.53367E-06,6.69707E-05,1477.184216,10.01870089,0.349536047,3.488836038,233.6905125,13.52011346,5.785478117,2786.792232,114.077844,4.093518084,939.7137374,72.55588096,7.721062072,1847.078494,113.6851913,6.154865192,2.71497074,0.332466271,12.24566681,1.182670843,0.032391571,2.738849167,283.8685846,13.95564025,4.916232723,10.93473334,2.687903406,24.58133475,330.6485542,16.77528078,5.073447493,0.788035288,-0.571937157,1294.770897,0,0.98623279,0.000250313,0.000500626,0.002002503,0,0.004755945,0.000500626,0,0,0.004505632,0.000500626,0.000750939,0,141,2.707730597,7
3.01850927,0.373801465,12.38364477,1.609644822,0.032823208,2.039158445,13.05252631,0.865804729,6.633234891,27.09287887,1.956845835,7.222731276,1.251675839,0.024341107,1.944681366,0.676402578,0.020973965,3.100810982,0.429755764,0.100631734,23.41602889,12.90845417,0.970615826,7.519225874,6.013118905,0.228286596,3.796475659,3.00650326,0.201191469,6.691875964,0.97023511,0.359762727,37.07995347,3.00425213,0.065069573,2.165915853,79.89744862,1.406406412,1.760264484,4.03009E-06,6.31329E-05,1566.53781,10.02590545,0.388947157,3.879421752,233.6162073,13.62906711,5.833956158,2784.101798,127.7057879,4.586965462,939.4636746,71.84117539,7.647041321,1844.638123,128.7141903,6.977747489,2.711925481,0.324992276,11.98382029,1.183209107,0.034580058,2.922565274,283.5573783,15.12551293,5.334198328,10.91422708,2.54123484,23.28369038,330.2670232,18.18316519,5.505595143,0.83859262,-0.548838812,1435.443863,0,0.984992497,0.00050025,0.00050025,0.001750875,0,0.006753377,0.00050025,0,0,0.004002001,0.00050025,0.00050025,0,141,2.704130756,7
3.02844,0.417745337,13.79407671,1.610858,0.034622014,2.149290238,13.06988,0.973343098,7.447222909,27.13098127,2.207429487,8.136194799,1.251162,0.023905015,1.910625106,0.67579045,0.020245135,2.995771061,0.432879696,0.108839891,25.1432193,12.92264,0.882346548,6.827912468,6.016576643,0.240656769,3.999895344,3.01484,0.24062372,7.981309772,0.95686,0.439953339,45.978862,3.00518,0.071785567,2.38872769,79.90586,1.410800362,1.765578096,6.02922E-06,7.72247E-05,1280.839976,10.0195464,0.389920236,3.891595689,233.56572,15.46315883,6.620474454,2786.97156,113.5739975,4.075176049,941.4898594,78.30337974,8.316964751,1845.481701,119.5320748,6.477012194,2.7197568,0.386901336,14.22558577,1.1829634,0.033950262,2.869933386,283.917602,14.16870837,4.990429711,10.996345,3.089861219,28.09898397,330.7347324,17.06597008,5.160017501,0.908860658,-0.715458136,1195.993238,0,0.98342,0.00028,0.0012,0.0021,0,0.0054,0.0015,0,0,0.006,0,0.0001,0,120,2.709644774,7
3.03975,0.51736828,17.02009311,1.610155,0.034784709,2.160332945,13.10775,1.21722633,9.286310233,27.21775838,2.751437035,10.10897737,1.2522625,0.025942361,2.071639212,0.677095,0.023979133,3.541472476,0.428609509,0.108046314,25.20856667,12.88725,1.032732994,8.013602547,6.020569643,0.259009924,4.302083354,3.01575,0.264578793,8.773233611,0.9605,0.398672485,41.50676571,3.0085,0.091802778,3.051446825,79.82225,1.874207816,2.347976681,4.02917E-06,6.31171E-05,1566.503302,10.016545,0.422494631,4.21796768,233.08005,17.4525036,7.487772378,2784.33325,135.2875297,4.858884248,942.5079025,89.63984434,9.510779072,1841.825348,138.1563787,7.501057516,2.7318125,0.451233894,16.5177476,1.1848725,0.043307433,3.65502895,283.647725,16.1871659,5.706785027,10.9293525,2.561783423,23.43948027,330.39893,19.40884503,5.874366792,1.074323005,-0.738565,1370.980106,0,0.98075,0.001,0.001,0.0035,0,0.00675,0.001,0,0,0.004,0.001,0.001,0,170,2.719119212,7
3.022,0.439904535,14.55673511,1.609565,0.040245009,2.500365584,13.058,0.945851997,7.243467582,27.10283726,2.158261747,7.963231768,1.25215,0.028729384,2.294404338,0.6769325,0.025315567,3.739747644,0.432540153,0.12039353,27.83407024,12.877,1.144059002,8.884515042,6.021282146,0.251497069,4.176802589,3.0045,0.190996728,6.357022058,0.964,0.408294012,42.35415059,3.0045,0.066930935,2.227689617,79.894,1.358956953,1.70094995,6.02718E-06,7.72248E-05,1281.275516,10.039595,0.469169357,4.673190078,233.8705,14.35788041,6.1392439,2781.32,147.1043222,5.289011051,941.44029,83.07927394,8.824699221,1839.87971,151.669931,8.243469948,2.71259,0.382185206,14.08930971,1.183915,0.03723067,3.144708008,283.33745,17.25729186,6.090720399,10.99975,3.116517117,28.33261771,329.92601,20.75948027,6.292162377,1.034627237,-0.620463,1569.859551,0,0.9795,0.002,0.0025,0,0,0.01,0,0,0,0.006,0,0,0,241.316495,2.701410901,7
3.0244,0.461090707,15.24569194,1.609652,0.040558093,2.519680829,13.0628,0.985320334,7.542948937,27.1138066,2.248644094,8.293354478,1.25218,0.028779291,2.298334997,0.676976,0.025436498,3.7573707,0.432781037,0.121194489,28.0036505,12.8764,1.144518694,8.888499065,6.021804329,0.253223877,4.205116333,3.0048,0.191773199,6.382228414,0.964,0.408294012,42.35415059,3.0048,0.069115555,2.300171573,79.8916,1.36581457,1.7095847,6.02718E-06,7.72248E-05,1281.276145,10.038728,0.471904039,4.700834996,233.92,14.64327832,6.259951403,2781.4424,147.2827902,5.295194687,941.56758,83.39142418,8.856658401,1839.87482,151.6695924,8.243473453,2.714456,0.397015849,14.6259821,1.183996,0.03751469,3.168481164,283.3436,17.26121488,6.091972742,11.000428,3.116708536,28.33261157,329.92796,20.75987695,6.29224542,1.049375103,-0.62159424,1589.553944,0,0.9792,0.002,0.0028,0,0,0.01,0,0,0,0.006,0,0,0,240,2.702736121,7
3.04628474,0.534156852,17.53469875,1.611130847,0.0362085,2.247396591,13.1163373,1.245347282,9.494626842,27.23637766,2.835439228,10.4104858,1.251513637,0.025789232,2.060643296,0.676225712,0.023794017,3.518650074,0.432306882,0.122688861,28.38003884,12.90367774,0.958471722,7.427895686,6.024678652,0.275045903,4.565320725,3.02226671,0.290375384,9.607867599,0.94420817,0.493276841,52.24238219,3.00875657,0.093165941,3.096493133,79.84813609,1.838950555,2.30306009,7.03617E-06,8.34011E-05,1185.319562,10.01570425,0.418226428,4.175706643,232.9662259,18.84960818,8.091133428,2785.868393,126.9991557,4.558691862,944.4640909,96.08566086,10.17356422,1841.404303,136.7122125,7.424345227,2.734457874,0.466588392,17.06328688,1.184393296,0.042579607,3.595056395,283.9121327,15.98542782,5.630413772,11.0519338,3.360099713,30.40282157,330.7318923,18.98783136,5.74115524,1.170316036,-0.955676867,1156.584939,0,0.978734051,0.001501126,0.001501126,0.001751313,0,0.005504128,0.002501876,0,0,0.007005254,0.000500375,0.001000751,0,210.5,2.721191485,7
3.028,0.33349063,11.01356108,1.61074,0.03744399,2.324645205,13.076,0.934999465,7.150500652,27.14425802,2.17211656,8.002121696,1.2509,0.027095941,2.166115649,0.6746,0.019791581,2.933824593,0.431567843,0.137703352,31.90769522,12.908,0.971357813,7.525238709,6.026080526,0.27279019,4.526826173,3.028,0.33349063,11.01356108,0.926,0.583544343,63.0177476,3.006,0.077226938,2.569093091,79.888,1.712149526,2.14318737,1.00353E-05,9.94953E-05,991.4517315,10.0287,0.423966166,4.227528654,232.3368,20.21450978,8.700520014,2784.488,122.090171,4.384654235,944.45566,87.26465432,9.239677204,1840.03234,140.1881447,7.618786999,2.719148,0.378249148,13.91057597,1.1835,0.039793844,3.362386459,283.7966,16.148729,5.690247524,11.1551,3.971481964,35.60238782,330.7026,18.92348629,5.722206686,1.074167612,-1.251792,810.4410965,0,0.978,0,0,0,0,0.006,0.006,0,0,0.01,0,0,0,250,2.708498191,7
3.03272617,0.449545779,14.82315759,1.612047139,0.040022354,2.4827037,13.07235785,0.972895242,7.442385322,27.12996032,2.198955342,8.105265602,1.250362789,0.026585874,2.126252836,0.675325634,0.023879025,3.535927555,0.437034519,0.131315655,30.04697551,12.92564057,0.918776298,7.108168394,6.029851792,0.301596189,5.0017181,3.01351081,0.212258399,7.043558578,0.93329663,0.558259429,59.81586254,3.00495396,0.070209816,2.336468946,79.93840081,1.487322127,1.860585291,1.15373E-05,0.000106659,924.4692743,10.03780374,0.405389152,4.038624007,232.9845681,15.7926763,6.778421606,2787.195413,132.1969536,4.743009873,944.8652444,96.41127597,10.20370646,1842.330169,130.084155,7.060849199,2.712410167,0.337799261,12.45384143,1.182619593,0.035275245,2.982805771,284.3273227,17.44955083,6.137134717,11.21331676,4.267463644,38.05710422,331.1833577,20.87066776,6.30184678,1.146241023,-1.117690967,969.000678,0,0.977782227,0.0005004,0.00060048,0.001251001,0,0.005754604,0.00060048,0,0,0.011509207,0.0007506,0.001251001,0,240,2.704615816,7
3.04402199,0.493644423,16.21684814,1.61314407,0.040495861,2.510368521,13.09804895,1.11378219,8.503420576,27.18734402,2.514848863,9.250071874,1.250100051,0.025962994,2.076873308,0.675130899,0.023970531,3.550501273,0.439123988,0.132222345,30.11048089,12.93396699,0.843503171,6.521612211,6.032334337,0.308226601,5.109574239,3.02201099,0.249091885,8.242586984,0.922961509,0.59392281,64.34968352,3.00675337,0.081900928,2.723899111,79.91996011,1.671373368,2.091309061,1.25349E-05,0.000111127,886.5354319,10.02820411,0.402150379,4.010193394,232.8227126,17.48521441,7.510098228,2790.533506,119.244508,4.273179582,947.1932582,104.6879006,11.05243303,1843.340248,119.9655576,6.508052854,2.72323835,0.406907481,14.94204432,1.182838917,0.037518285,3.171884588,284.7499734,16.658356,5.850169467,11.26202084,4.444872476,39.46780546,331.7177721,19.95439939,6.015474923,1.215221475,-1.266756582,908.658858,0,0.976488245,0.00050025,0.0010005,0.002501251,0,0.004252126,0.0010005,0,0,0.012506253,0.000750375,0.0010005,0,141,2.712922947,7
